Angul,Balasore,Bhadrak,Bolangir,Baragarh,Boudh,Cuttack,Dhenkanal,Deogarh,Ganjam,Gajapati,Jagatsingpur,Jajpur,Jharsuguda,Kalahandi,Koaraput,Keonjhar,Kandhamal,Kendrapara,Khurda,Mayurbhanj,Malkangiri,Nuapara,Nawarangpur,Nayagarh,Puri,Rayagada,Sambalpur,Sonepur,Sundargarh
44.14795287,6.872007213,218.7158882,95.80197447,7.211443483,31.05517035,30.94549019,73.05187112,47.0828756,31.03648501,13.35830068,13.66513663,12.36590038,97.69243007,5.806488253,78.57725056,41.23763463,10.41457082,167.4144208,2.495325513,54.09064279,75.5705733,14.66277567,8.495986528,25.41598916,66.59359958,0.020269538,4.264862566,74.7431039,24.18296011
477.59146,9.084071919,9.804431126,25.67114705,51.20111025,13.57773769,7.317285883,80.29703015,21.24816065,7.78243207,4.057569601,16.71963514,7.803057234,106.6817115,3.730077151,2.92405884,5.626186139,12.50885934,83.22118664,2.125144428,2.711129465,158.1297974,73.63066837,28.92514054,2.146482677,44.02512307,19.3709825,9.850894615,8.177406785,6.708313235
18.63198898,41.48911681,30.7932448,3.678390349,1.895500573,5.136446482,1.269971856,38.28728227,72.95757037,21.61398871,17.75912568,36.13731872,0.288860805,108.5041917,33.83299312,9.917835243,12.3198029,32.50763368,57.82027892,7.69353169,26.12099975,12.82576166,213.5468239,74.66910355,1.117389367,35.50180662,11.65918769,0.755749298,41.85123108,20.71626998
27.3954624,60.98741252,0.422311999,9.749896865,38.29536206,28.11581263,59.70588327,89.89217726,26.64005811,10.17007977,15.30652254,9.742610915,34.28285857,58.71657272,29.83978119,45.39867315,10.18672177,8.618166867,97.35433962,57.92817547,26.72008522,13.97133225,52.37079901,189.3509377,13.96485261,83.97226798,4.305700978,19.09476198,32.35475782,44.84151645
74.63459576,5.862621277,6.124733594,9.443748558,36.16082936,10.77542631,19.02763522,95.41606651,10.73213293,21.84417237,4.509605765,10.98705413,35.9681703,419.4690927,63.41727028,3.431113068,43.31694746,25.80073782,28.56086983,12.09831802,6.520015854,2.411088336,92.21778801,50.72111771,9.445094624,49.23695912,18.75490194,25.54975909,84.1131767,31.69936809
21.71466436,12.45948507,50.39500372,6.134631745,74.11702826,24.6662382,22.739558,52.27664198,41.13761261,11.09471819,38.6851271,52.21737478,19.49376376,12.70266083,19.41770545,10.91105551,8.572338193,5.174877568,11.69867637,24.14536258,10.0160431,36.09174385,17.06139882,28.81571709,6.704144522,62.87744958,10.07991166,24.91413473,5.499492519,23.77385878
16.37504638,73.08896991,32.5232243,33.61823076,9.122565448,21.99354679,29.63921987,54.51800421,46.96633703,6.593759252,9.993842952,11.54010623,7.610264635,96.46965122,23.83000371,8.520428908,7.354542855,9.81941407,36.01009981,10.8325776,54.27312775,26.34334635,39.29807089,0.359940933,31.19130698,4.09033918,5.439791446,11.93007813,49.76030314,13.24154703
28.2785816,8.690646277,6.430407219,0.621523189,27.79094964,10.7568004,40.84403837,44.19313317,0.754573757,70.28227775,3.832499012,64.56558107,4.955813551,7.494199288,0.190799656,30.88388227,7.841362155,15.45516277,24.30201625,62.42297044,42.21545242,5.521529162,20.42850849,5.258268754,6.492592035,78.78787038,25.37749451,17.82000934,98.73725274,10.80845954
17.08735946,33.65915567,36.06885734,16.83230144,23.3142833,10.13540637,4.909547098,7.734966246,2.989418206,6.460180165,20.05024467,3.501335694,11.4709986,52.07341456,13.19635709,37.73371243,4.627294179,32.95665419,59.33603234,17.03184152,27.48019194,19.27214153,32.95479098,22.88049835,32.69104375,43.56015378,28.4347393,12.26635112,43.68898748,13.94845496
8.38353005,23.65211228,43.43135428,26.75439365,20.753046,5.87638956,0.492520186,63.82728565,10.1088882,27.27533732,3.266168353,30.51656859,16.77352279,40.86457912,26.69286454,41.98557125,0.872610919,22.00270306,82.56663084,25.46679123,1.144643984,45.03817517,12.01138131,15.07948558,31.20155777,57.19459102,1.245352922,30.91110873,32.13752301,20.73566565
